stage,grid,family,prior,split,horizon,candidate_kind,candidate_arm,baseline_kind,baseline_arm,candidate_mean_nmse,baseline_mean_nmse,difference_nmse,difference_ci95_low,difference_ci95_high,ratio_of_arithmetic_means,ratio_ci95_low,ratio_ci95_high,interpretation,scope
development,32,gray_scott,coefficient,ood,96,fno,smooth,fno,none,0.4193760940245211,0.3691750356780999,0.05020105834642119,-0.023626528740921967,0.1222197066358712,1.1359817254550053,0.9338453687874929,1.3688485022567183,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,fno,smooth,mechanistic,,0.005444026896559521,0.7340474576230349,-0.7286034307264754,-0.7688990753608793,-0.6895167934968521,0.007416450857534697,0.004353421377337873,0.011714196238610794,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,fno,smooth,transformer,smooth,0.005444026896559521,0.031127025338310743,-0.02568299844175122,-0.03207089578817727,-0.019640552059650814,0.1748971139191731,0.09976572027218761,0.2927168812698321,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,fno,smooth,fno,none,0.005444026896559521,0.00044348240312426686,0.0050005444934352545,0.002779269719835814,0.008060107214080313,12.275632264566013,7.315787202568945,18.964834925114342,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,fno,smooth,mechanistic,,0.011312268426115782,1.2035565650754734,-1.1922442966493576,-1.2624052636273053,-1.1276751124153888,0.009399033459974027,0.005083185014399372,0.01563453744069619,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,fno,smooth,transformer,smooth,0.011312268426115782,0.08307370845851779,-0.07176144003240201,-0.10747506675359222,-0.04385533665182909,0.13617146310212544,0.06126764400054466,0.28286864094838526,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,fno,smooth,fno,none,0.011312268426115782,0.0011535942049467598,0.010158674221169022,0.005214651775176028,0.017273865717288228,9.806107188825433,5.784245601363795,15.454969876294408,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,looped,iid,mechanistic,,0.5161936487255576,0.7143332629876973,-0.19813961426213966,-0.3874853522930988,0.07965923821309985,0.7226230045155378,0.4625720483596128,1.1129060246557272,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,looped,iid,transformer,iid,0.5161936487255576,0.33470801132074296,0.18148563740481466,-0.052435263721620225,0.49923598591795465,1.54222077532199,0.8800162175410119,2.7772187774659707,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,looped,iid,mechanistic,,1.280553577485102,1.3049250369817216,-0.024371459496619563,-0.4461036552572177,0.5447111211442305,0.9813234792758744,0.6635171635811937,1.4224046751812929,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,looped,iid,transformer,iid,1.280553577485102,0.7644568008134659,0.5160967766716361,-0.04828932270138209,1.201577114982143,1.6751156849183009,0.9610826383035939,3.1821480302152763,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,looped,iid,mechanistic,,0.023504857956141822,0.7340474576230349,-0.710542599666893,-0.7499100888279431,-0.6718773397713638,0.03202089689439751,0.02653105354867159,0.03842129690217538,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,looped,iid,transformer,iid,0.023504857956141822,0.031002147154874943,-0.007497289198733121,-0.012807792197829782,-0.0017790283167181751,0.7581687113063649,0.627770740218583,0.9368085774564834,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,looped,iid,mechanistic,,0.05034554348808318,1.2035565650754734,-1.1532110215873903,-1.2226283945702114,-1.0888142450533167,0.04183064174048694,0.03271672628507769,0.05269201051203656,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,looped,iid,transformer,iid,0.05034554348808318,0.07649633271162476,-0.026150789223541582,-0.055818127803457705,-0.0025494197235081738,0.6581432299228696,0.4430071391034602,0.9574726413513788,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,looped,none,mechanistic,,0.5207373227907711,0.7143332629876973,-0.19359594019692616,-0.43406153360228045,0.1410826131121656,0.7289837247852472,0.39849577227366845,1.2004613535076833,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,looped,none,transformer,none,0.5207373227907711,0.5249475163304789,-0.004210193539707752,-0.5330457576356495,0.5222337649519865,0.9919797819615604,0.38001664621725023,2.691843081360253,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,looped,none,mechanistic,,1.2478603634032963,1.3049250369817216,-0.05706467357842526,-0.5890142040597002,0.6406730331340493,0.9562697687903856,0.550019829448684,1.4942123023942235,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,looped,none,transformer,none,1.2478603634032963,1.2738312004986314,-0.025970837095335098,-1.310944867964925,1.192187961447168,0.9796120262361536,0.4147675584542629,2.8053798732799184,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,looped,none,mechanistic,,0.018285120352365708,0.7340474576230349,-0.7157623372706692,-0.7550343031697884,-0.677477339929767,0.024909997524650385,0.020349065101127214,0.03049589945228237,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,looped,none,transformer,none,0.018285120352365708,0.0168203597655275,0.001464760586838209,-0.001981252764036555,0.005117186511254892,1.0870825955720735,0.8985937950001707,1.3422366489677897,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,looped,none,mechanistic,,0.0479297032196379,1.2035565650754734,-1.1556268618558354,-1.2254966489566814,-1.0901613341056227,0.03982339061615463,0.028884175041878846,0.05612636560086828,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,looped,none,transformer,none,0.0479297032196379,0.0556515086208992,-0.0077218054012613,-0.020166926817272716,0.0025810112229047795,0.8612471504795564,0.6879374493285605,1.0500696376936018,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,looped,response_matched,mechanistic,,0.5162578211689889,0.7143332629876973,-0.1980754418187084,-0.38518428649107084,0.0639865702564599,0.7227128399561595,0.4665250645897341,1.091907435779502,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,looped,response_matched,transformer,response_matched,0.5162578211689889,0.3765159997948122,0.13974182137417668,-0.09895465320187521,0.4612723308171585,1.3711444439288927,0.7936628083393196,2.5809968988415353,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,looped,response_matched,mechanistic,,1.2813356741706672,1.3049250369817216,-0.023589362811054393,-0.43632616213159015,0.5163513342513519,0.9819228215088766,0.668388509020491,1.4020872918243277,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,looped,response_matched,transformer,response_matched,1.2813356741706672,0.8870156306807188,0.3943200434899484,-0.19259057836489651,1.1078902064620513,1.4445468939339174,0.8483962037633196,2.854711411198958,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,looped,response_matched,mechanistic,,0.023708975911659675,0.7340474576230349,-0.7103384817113753,-0.7498067157131015,-0.6717592093568406,0.03229896877299078,0.02655213255241681,0.03923989718770525,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,looped,response_matched,transformer,response_matched,0.023708975911659675,0.030074143567785577,-0.006365167656125902,-0.011771085367695258,-0.000706219242203024,0.7883508256260352,0.6435773858310506,0.9743931196738971,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,looped,response_matched,mechanistic,,0.05032939678208531,1.2035565650754734,-1.1532271682933881,-1.222755213499201,-1.0890100026555019,0.04181722591403855,0.03255613727609775,0.053438586245322266,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,looped,response_matched,transformer,response_matched,0.05032939678208531,0.07658647952377377,-0.02625708274168846,-0.054484179390434345,-0.003934721853585568,0.6571577267298492,0.4467451593963983,0.9392601945730055,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,looped,smooth,mechanistic,,0.49780178464640096,0.7143332629876973,-0.21653147834129632,-0.3874912610834494,0.027840045900925512,0.6968761087287831,0.4644875220614214,1.039474798812738,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,looped,smooth,transformer,smooth,0.49780178464640096,0.3250162441224049,0.17278554052399608,-0.04180274332372285,0.45798329842821545,1.5316212455489548,0.9003190154769642,2.738148301831267,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,looped,smooth,looped,none,0.49780178464640096,0.5207373227907711,-0.02293553814437016,-0.13980893112761167,0.08809991971346945,0.9559556476162445,0.8072679605453954,1.2946510077882551,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,looped,smooth,mechanistic,,1.254003118936066,1.3049250369817216,-0.05092191804565549,-0.4378023667910824,0.4716187189011561,0.9609771315573519,0.6684146363100364,1.3625711777114609,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,looped,smooth,transformer,smooth,1.254003118936066,0.7403962953346008,0.5136068236014653,0.0053934433135924475,1.1382161141757292,1.6936917794400301,1.0049058721574808,3.1733036094391824,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,looped,smooth,looped,none,1.254003118936066,1.2478603634032963,0.0061427555327697725,-0.27161326087975995,0.2805146616258347,1.0049226305385777,0.8292929847352716,1.3590019052656257,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,looped,smooth,mechanistic,,0.023428687306140932,0.7340474576230349,-0.710618770316894,-0.7501004812448971,-0.6719645617940705,0.031917128876117674,0.026727055745821817,0.03776469570648499,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,looped,smooth,transformer,smooth,0.023428687306140932,0.031127025338310743,-0.007698338032169811,-0.013273046001525428,-0.0027876029875354494,0.7526799317153253,0.6136265743491895,0.9038800515146868,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,looped,smooth,looped,none,0.023428687306140932,0.018285120352365708,0.005143566953775224,0.0013659338813124984,0.008347748794345081,1.2812979545474938,1.066786548934041,1.4994808496297487,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,looped,smooth,mechanistic,,0.051611426066827275,1.2035565650754734,-1.1519451390086461,-1.2209354883459727,-1.0877915697179836,0.042882426605010286,0.03407025365165166,0.05304786094914515,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,looped,smooth,transformer,smooth,0.051611426066827275,0.08307370845851779,-0.031462282391690514,-0.06857438904480426,-0.004319367063996879,0.6212726869247572,0.4014741530705955,0.9340772888306166,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,looped,smooth,looped,none,0.051611426066827275,0.0479297032196379,0.0036817228471893726,-0.009241990457006338,0.014077211769994828,1.0768150562150964,0.8573834562591135,1.3637540564797808,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,transformer,iid,mechanistic,,0.33470801132074296,0.7143332629876973,-0.3796252516669543,-0.4799680504317661,-0.26178108704630076,0.468560024659677,0.3363897017667101,0.627148074852383,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,transformer,iid,mechanistic,,0.7644568008134659,1.3049250369817216,-0.5404682361682557,-0.8495939458534741,-0.10231151383906172,0.5858243034263844,0.3595188800885953,0.9197750606500966,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,transformer,iid,mechanistic,,0.031002147154874943,0.7340474576230349,-0.70304531046816,-0.7431462085216797,-0.6641335423945115,0.04223452698176347,0.03490780907701435,0.050306868516620896,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,transformer,iid,mechanistic,,0.07649633271162476,1.2035565650754734,-1.1270602323638486,-1.2008967217335174,-1.0574491536551565,0.06355856877140442,0.04592307249625519,0.0860287300306189,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,transformer,none,mechanistic,,0.5249475163304789,0.7143332629876973,-0.1893857466572184,-0.42176090762948887,0.17470417555755538,0.7348776033960495,0.4162388025109217,1.2419859032723901,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,transformer,none,mechanistic,,1.2738312004986314,1.3049250369817216,-0.031093836483090165,-0.6851413270430466,1.0252656113403533,0.9761719366232638,0.478962217112471,1.7887570224348432,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,transformer,none,mechanistic,,0.0168203597655275,0.7340474576230349,-0.7172270978575074,-0.7563553880790528,-0.6786968094263062,0.022914539912711585,0.017983140596701384,0.0289358714794228,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,transformer,none,mechanistic,,0.0556515086208992,1.2035565650754734,-1.147905056454574,-1.2170194451948808,-1.0827249876612781,0.046239213208404024,0.03320366828094488,0.06398434330218725,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,transformer,response_matched,mechanistic,,0.3765159997948122,0.7143332629876973,-0.3378172631928851,-0.46142505508473686,-0.2064916071731683,0.5270873124681817,0.36551155267841823,0.7056981451695489,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,transformer,response_matched,mechanistic,,0.8870156306807188,1.3049250369817216,-0.4179094063010028,-0.8003897776730597,0.02720494978784843,0.6797445106367006,0.3889220573891009,1.0211300449363763,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,transformer,response_matched,mechanistic,,0.030074143567785577,0.7340474576230349,-0.7039733140552493,-0.7438634615483897,-0.6651347986788716,0.04097029865776056,0.0340341692248491,0.048907934392566035,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,transformer,response_matched,mechanistic,,0.07658647952377377,1.2035565650754734,-1.1269700855516995,-1.1983593598181146,-1.0595491536394521,0.06363346912487752,0.047240917688498404,0.08439271031494708,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,transformer,smooth,mechanistic,,0.3250162441224049,0.7143332629876973,-0.3893170188652924,-0.495570295307359,-0.2724341413796963,0.45499245375054376,0.3171613964896697,0.6156245289642508,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,64,transformer,smooth,transformer,none,0.3250162441224049,0.5249475163304789,-0.199931272208074,-0.47000872842266816,-0.022383896553478128,0.6191404550198729,0.4586672888504444,0.9352769245431733,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,transformer,smooth,mechanistic,,0.7403962953346008,1.3049250369817216,-0.5645287416471207,-0.8787673912216847,-0.15098644264200234,0.5673860753312926,0.333527033121234,0.8821541184519179,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,ood,96,transformer,smooth,transformer,none,0.7403962953346008,1.2738312004986314,-0.5334349051640306,-1.2117321915134593,-0.09066690520913455,0.5812357987814857,0.4643850361606982,0.8704705304169269,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,transformer,smooth,mechanistic,,0.031127025338310743,0.7340474576230349,-0.7029204322847242,-0.7428659565687264,-0.6635724043188659,0.04240464974717727,0.0357539292962767,0.05035299039811819,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,64,transformer,smooth,transformer,none,0.031127025338310743,0.0168203597655275,0.014306665572783244,0.008979212285007294,0.019514032207259644,1.850556454928155,1.467889843926813,2.3333951706050167,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,transformer,smooth,mechanistic,,0.08307370845851779,1.2035565650754734,-1.1204828566169556,-1.196704268957997,-1.0471724329434837,0.06902351818695647,0.048729776755090416,0.09777442364973808,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,coefficient,test,96,transformer,smooth,transformer,none,0.08307370845851779,0.0556515086208992,0.027422199837618587,-0.007552866398301023,0.06556074034534104,1.492748543879016,0.8974308374160965,2.4153660593102906,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,64,fno,iid,mechanistic,,0.12836084105806436,4.261032775467628e-12,0.12836084105380333,0.08524223070289816,0.1770000462844645,30124349617.089577,19738634712.76399,42061957306.645294,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,64,fno,iid,transformer,iid,0.12836084105806436,0.4608025027421829,-0.3324416616841185,-0.546494102471433,-0.1651584688792374,0.2785593400517656,0.18618960935602183,0.44399694069704015,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,96,fno,iid,mechanistic,,0.44104507997818504,7.426304209213775e-12,0.44104507997075876,0.2893643706234641,0.5925159066689725,59389578928.23496,37921729903.60757,85030109694.2013,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,96,fno,iid,transformer,iid,0.44104507997818504,1.087699163630317,-0.646654083652132,-1.346213663362046,-0.1393801869149476,0.40548443423101294,0.2513818918769405,0.7746309112763733,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,64,fno,iid,mechanistic,,0.0007325018444213939,1.9796401041082864e-11,0.0007325018246249928,0.0005379677968268535,0.0009398030334592077,37001768.29622997,25833220.469390105,50772757.408472255,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,64,fno,iid,transformer,iid,0.0007325018444213939,0.014873210188828681,-0.014140708344407288,-0.017933188619657658,-0.010860091758001417,0.049249747372734534,0.03216212373460069,0.07140441550291436,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,96,fno,iid,mechanistic,,0.0016263315405334593,4.0578150651907634e-11,0.0016263314999553087,0.0010681148836937239,0.0022679965559720787,40078996.07068474,25543749.61680255,60501998.5422686,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,96,fno,iid,transformer,iid,0.0016263315405334593,0.04556035149627094,-0.04393401995573748,-0.05939308521300501,-0.0317069082934343,0.03569620266574485,0.021007872133121355,0.0568743058045524,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,64,fno,none,mechanistic,,0.11635146539602144,4.261032775467628e-12,0.1163514653917604,0.08498743249512948,0.1508591516910035,27305930633.97698,19919724678.05931,35569388470.38777,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,64,fno,none,transformer,none,0.11635146539602144,0.5249526503440768,-0.40860118494805536,-0.7570310301893972,-0.1866734332780376,0.22164182868637702,0.14238627382670122,0.39016687051703397,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,96,fno,none,mechanistic,,0.3691750356780999,7.426304209213775e-12,0.3691750356706736,0.2717999496986818,0.474058425895509,49711811592.64475,35531977595.930954,66953043107.96104,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,96,fno,none,transformer,none,0.3691750356780999,1.2738446621081643,-0.9046696264300644,-1.9320036742830835,-0.27312305662954695,0.2898116596627483,0.16747210890367129,0.5806069283077989,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,64,fno,none,mechanistic,,0.0004434856750632372,1.9796401041082864e-11,0.00044348565526683615,0.00034381282872996565,0.0005700427838201017,22402338.39185643,16163622.852876628,31049596.11461318,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,64,fno,none,transformer,none,0.0004434856750632372,0.016820524071875703,-0.016377038396812465,-0.0209428186530536,-0.012712927552334243,0.026365746582459656,0.0194131199605361,0.036465492883024704,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,96,fno,none,mechanistic,,0.0011536196835882468,4.0578150651907634e-11,0.0011536196430100962,0.0007837838467047635,0.001637235274734078,28429577.61886109,18133394.948271457,43194681.1408158,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,96,fno,none,transformer,none,0.0011536196835882468,0.05565241355215652,-0.05449879386856827,-0.07620428409344474,-0.03888004725580669,0.02072901443002276,0.013533326839791335,0.03216288892096349,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,64,fno,response_matched,mechanistic,,0.14228787006306245,4.261032775467628e-12,0.14228787005880142,0.08125872414077806,0.20706297520317912,33392812860.36272,18765205344.149742,50377032296.863434,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,64,fno,response_matched,transformer,response_matched,0.14228787006306245,0.43937286204795517,-0.2970849919848927,-0.4759558689258109,-0.15050709476217802,0.3238431008229464,0.20336659083646172,0.5044454010003935,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,96,fno,response_matched,mechanistic,,0.5423496571328347,7.426304209213775e-12,0.5423496571254084,0.28317229633791885,0.8291394622207161,73030896911.00243,37565659808.29846,119329030106.8079,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,96,fno,response_matched,transformer,response_matched,0.5423496571328347,1.012642382977364,-0.4702927258445294,-1.0999677131280259,0.046383049973492727,0.5355786665162305,0.29078551847191564,1.0697018158691276,interval_includes_zero,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,64,fno,response_matched,mechanistic,,0.0009075119044478046,1.9796401041082864e-11,0.0009075118846514035,0.0006579039546556003,0.0012155917961367078,45842267.115344495,31764918.922244634,64619938.25185632,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,64,fno,response_matched,transformer,response_matched,0.0009075119044478046,0.014818221835583012,-0.013910709931135207,-0.016842970506049302,-0.011299928951834005,0.06124296926562371,0.043564564814812676,0.08688459563887867,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,96,fno,response_matched,mechanistic,,0.0024361131665657427,4.0578150651907634e-11,0.002436113125987592,0.0013853111268481116,0.0038329127631961976,60035095.91808412,33184039.350723095,99260283.56332123,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,test,96,fno,response_matched,transformer,response_matched,0.0024361131665657427,0.044232231398616116,-0.04179611823205037,-0.05199310033273547,-0.032640321267767135,0.055075520486673,0.030346707734301908,0.09094719564286652,lower_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
development,32,gray_scott,correct,ood,64,fno,smooth,mechanistic,,0.09972236454958294,4.261032775467628e-12,0.0997223645453219,0.07928999232534527,0.1230089633034896,23403331963.021313,18579680812.942894,29096938911.511265,higher_candidate_error,"Post hoc; pointwise 95% paired bootstrap, no multiplicity adjustment or confirmatory decision."
