stage,grid,family,prior,kind,arm,n_seeds,parameter_count,mean_training_validation_seconds,mean_setup_plus_training_plus_bank_seconds,median_inference_ms_per_step,min_inference_ms,max_inference_ms,latency_scope,cost_scope
selector_g64,64,cahn_hilliard,structural,transformer,none,6,100993,43.2062674141489,43.25009736985279,1.577428518794477,1.5720134833827615,1.6045570140704513,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,transformer,response_matched,6,100993,73.8010886289024,77.0931255236889,1.5770317986607552,1.566095044836402,1.6164150089025497,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,cahn_hilliard,structural,transformer,smooth,6,100993,73.9944428241967,77.28750739588092,1.5720940427854657,1.5563895693048835,1.5918645542114973,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,fno,iid,6,210306,42.80993569393953,46.78288529378673,1.2671208125539124,1.2577605666592717,1.3522165128961205,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,fno,none,6,210306,25.23434611572884,25.268852677351486,1.259052287787199,1.2545300414785743,1.2746320106089115,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,fno,response_matched,6,210306,42.909967478752755,46.88178960583173,1.2581180199049413,1.2556190369650722,1.3645734870806336,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,fno,smooth,6,210306,42.8840195533509,46.85593254383033,1.2568602804094553,1.2523910030722618,1.38213150203228,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,looped,iid,6,34178,70.32125640334561,74.29858679650351,1.5728955273516476,1.5694395173341036,1.5788355376571417,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,looped,none,6,34178,39.6397314327769,39.68055658042431,1.5847862814553082,1.5616575023159385,1.651614555157721,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,looped,response_matched,6,34178,70.32170862859736,74.29863096494228,1.5708733000792563,1.5562135493382812,1.5940709970891476,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,looped,smooth,6,34178,69.84856260940433,73.82608989470948,1.5677595627494156,1.5576865524053574,1.5897020464763045,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,transformer,iid,6,101122,73.51537986503293,77.49673801691581,1.5807265299372375,1.5723980497568846,1.6211784910410643,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,transformer,none,6,101122,43.58603665768169,43.630228870703526,1.5790442819707096,1.5727400546893477,1.613313052803278,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,transformer,response_matched,6,101122,73.22333200097394,77.20464521817242,1.5773130231536925,1.5710555482655764,1.6172550385817885,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,coefficient,transformer,smooth,6,101122,73.43879180060078,77.42100085620768,1.575748750474304,1.560406549833715,1.6074725426733494,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,fno,iid,6,210306,42.63910241285339,46.64688144492296,1.2626725481823087,1.2525984784588218,1.2820050120353699,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,fno,none,6,210306,25.279658279769745,25.314103176584467,1.269056007731706,1.251702499575913,1.2882995652034879,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,fno,response_matched,6,210306,42.500286974788956,46.50813572504558,1.2561117764562368,1.254240539856255,1.279187062755227,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,fno,smooth,6,210306,42.60506485030055,46.613091118788965,1.2819992611184716,1.2561650481075048,1.2954200152307749,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,looped,iid,6,34178,70.35063115375426,74.36402409911777,1.5742110554128885,1.5683690551668406,1.581303053535521,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,looped,none,6,34178,39.4606023527837,39.500714774243534,1.5965330530889332,1.5718470560386777,1.612230995669961,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,looped,response_matched,6,34178,70.1572648092794,74.17053833107154,1.5865787747316062,1.567175006493926,1.7262595007196069,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,looped,smooth,6,34178,70.24246808087143,74.25607996340841,1.5932765323668718,1.5674049966037273,1.6590844839811325,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,transformer,iid,6,101122,73.75749389718597,77.77504766033962,1.5902440529316664,1.5710610430687666,1.624793978407979,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,transformer,none,6,101122,43.22752581032304,43.27184052222098,1.5833342680707574,1.5789089957252145,1.6049110097810626,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,transformer,response_matched,6,101122,73.75577080412768,77.77365337622662,1.5751860570162535,1.5593010699376464,1.6152150463312864,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,correct,transformer,smooth,6,101122,74.35748167716277,78.37612888721439,1.5920350328087807,1.5752410050481558,1.612559542991221,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,fno,iid,6,210306,42.62860825487102,46.669378522085026,1.257695269305259,1.2423420557752252,1.28093755338341,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,fno,none,6,210306,25.025310362689197,25.06008428676675,1.2566522578708827,1.2459720484912395,1.2781525496393442,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,fno,response_matched,6,210306,42.81354041257873,46.853483994180955,1.258235250134021,1.2531840475276113,1.2816035421565175,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,fno,smooth,6,210306,42.65954149413543,46.69918141219144,1.2568870442919433,1.2478250078856945,1.2727964902296662,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,looped,iid,6,34178,70.5195311139493,74.5652472206081,1.5983865247108042,1.5724220545962453,1.6060115536674857,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,looped,none,6,34178,39.48239777221655,39.52293698869956,1.5727525460533798,1.5677065588533878,1.594021008349955,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,looped,response_matched,6,34178,70.26976250220712,74.31503310807359,1.588661305140704,1.5701720025390387,1.623614551499486,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,looped,smooth,6,34178,70.28414338439082,74.32967905203502,1.576780527830124,1.5715655637905002,1.6122560482472181,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,transformer,iid,6,101122,73.94770122040063,77.99713560768093,1.6004510573111475,1.5739074908196926,1.6316995490342379,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,transformer,none,6,101122,43.38119576537671,43.42488803124676,1.5783602953888476,1.5742200426757336,1.6101735411211848,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,transformer,response_matched,6,101122,73.70224163813207,77.75130772970927,1.5825664973817766,1.5738975489512086,1.6182030318304896,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
selector_g64,64,fitzhugh_nagumo,structural,transformer,smooth,6,101122,73.6674218963987,77.71760401246138,1.5838900348171592,1.575275044888258,1.5989275416359305,"Measured batch one; 5 warmups, one block of 20 forwards, synchronized CUDA; input transfers excluded.","Fixed-choice route; common reference-data generation, evaluation, and development search excluded. Shared bank construction includes every augmentation arm."
