job_id,stage,family,prior,grid,split,horizon,n_trajectories,primary_horizon,method,mean_nmse,ci95_low,ci95_high,normalized_rmse,n_training_seeds,kind,arm,source,failed_trajectories,cap_affected_trajectories,nonfinite_steps,raw_mean_nmse,calibration_seconds_current_machine,archived_mean_training_validation_seconds,archived_mean_fixed_choice_route_seconds,archived_median_inference_ms_per_step,archived_parameter_count,archived_gpu,cost_scope
development__advection_diffusion__coefficient,development,advection_diffusion,coefficient,32,ood,96,64,False,validation_selected_route,4.070228281396189e-12,3.0905983564238936e-12,5.205976502323901e-12,2.017480676833409e-06,6,validation_selected_route,,frozen_validation_selection,,,,,,,,,,,
development__advection_diffusion__correct,development,advection_diffusion,correct,32,test,64,64,True,calibrated,3.0629281019194087e-12,2.380755490978847e-12,3.814912560004323e-12,1.7501223105598674e-06,0,physics_calibrated,,new_frozen_physics_evaluation,0,0,0,3.0629281019194087e-12,0.4008291760001157,,,,,,
development__advection_diffusion__correct,development,advection_diffusion,correct,32,test,64,64,True,uncalibrated,3.0629281019194087e-12,2.380755490978847e-12,3.814912560004323e-12,1.7501223105598674e-06,0,physics_uncalibrated,,new_frozen_physics_evaluation,0,0,0,3.0629281019194087e-12,0.0,,,,,,
development__advection_diffusion__correct,development,advection_diffusion,correct,32,test,64,64,True,persistence,1.9041640596724392,1.5325546860580856,2.308042579556557,1.3799145117261573,0,persistence,,new_frozen_physics_evaluation,0,0,0,1.9041640596724392,0.0,,,,,,
development__advection_diffusion__correct,development,advection_diffusion,correct,32,test,64,64,True,neural:fno:iid,0.00022707441679326612,0.00017967341858750657,0.0002790066455295166,0.015068988578974573,6,fno,iid,archived_neural_scores,,,,,,41.913991620686524,43.329350356090195,1.26599483191967,209985,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__correct,development,advection_diffusion,correct,32,test,64,64,True,neural:fno:none,0.0004245626818379534,0.0003089264447503392,0.0005667149930115593,0.02060491887482097,6,fno,none,archived_neural_scores,,,,,,25.358475003701944,25.392690100939944,1.25926632899791,209985,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__correct,development,advection_diffusion,correct,32,test,64,64,True,neural:fno:response_matched,0.00021473667526100923,0.00015778758569323986,0.00028919290359292484,0.014653896248472938,6,fno,response_matched,archived_neural_scores,,,,,,41.65945835178718,43.07475024772187,1.2468260945752263,209985,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__correct,development,advection_diffusion,correct,32,test,64,64,True,neural:fno:smooth,0.00012019822972282196,9.074787880277014e-05,0.0001593643986795464,0.010963495324157435,6,fno,smooth,archived_neural_scores,,,,,,41.77893476296837,43.19431246646369,1.2501598452217877,209985,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__correct,development,advection_diffusion,correct,32,test,64,64,True,neural:looped:iid,0.02671264922534315,0.0029832560915190494,0.08629995251491994,0.16344004780145882,6,looped,iid,archived_neural_scores,,,,,,69.99603867034118,71.41556914810401,1.5392183559015393,34049,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__correct,development,advection_diffusion,correct,32,test,64,64,True,neural:looped:none,0.12916480399682628,0.0034424818538311788,0.40932592959354536,0.3593950528274232,6,looped,none,archived_neural_scores,,,,,,39.04703431444553,39.085240431207545,1.5399115975014865,34049,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
development__advection_diffusion__correct,development,advection_diffusion,correct,32,test,64,64,True,neural:looped:response_matched,0.014824484388784845,0.0033637665429173728,0.044041930236977604,0.12175583923896564,6,looped,response_matched,archived_neural_scores,,,,,,69.97939420336236,71.3990755409468,1.5375075512565672,34049,NVIDIA GeForce RTX 3090 Ti,historical execution; no matched-hardware comparison with current calibration times
